duration,total_packets,total_bytes,flow_packets_per_sec,flow_bytes_per_sec,fwd_packets,bwd_packets,fwd_bytes,bwd_bytes,fwd_pkt_ratio,bwd_pkt_ratio,fwd_byte_ratio,bwd_byte_ratio,syn_count,fin_count,psh_count,ack_count,rst_count,syn_ratio,fin_ratio,psh_ratio,syn_per_packet,avg_packet_size,max_packet_size,min_packet_size,packet_size_variance,burst_rate,is_idle_flow,is_short_flow,is_long_flow,is_unidirectional,is_high_rate,is_tcp,is_udp,is_icmp,label
5.525504,4,0,0.723915864,0.0,3,1,0,0,0.75,0.25,0.0,0.0,0,0,1,0,0,0.0,0.0,0.25,0.0,0.0,0,0,0.0,4.000000002195455,1,0,0,0,0,1,0,0,WEB_ATTACK
5.507745,4,0,0.726250035,0.0,3,1,0,0,0.75,0.25,0.0,0.0,0,0,1,0,0,0.0,0.0,0.25,0.0,0.0,0,0,0.0,3.9999999990210746,1,0,0,0,0,1,0,0,WEB_ATTACK
5.030897,4,0,0.79508684,0.0,3,1,0,0,0.75,0.25,0.0,0.0,0,0,1,0,0,0.0,0.0,0.25,0.0,0.0,0,0,0.0,3.99999999809548,1,0,0,0,0,1,0,0,WEB_ATTACK
3.569598,4,0,1.120574362,0.0,3,1,0,0,0.75,0.25,0.0,0.0,0,0,1,0,0,0.0,0.0,0.25,0.0,0.0,0,0,0.0,4.000000001446476,0,1,0,0,0,1,0,0,PORTSCAN
1.509843,7,11633,4.636243636,7704.774602,3,4,26,11607,0.4285714285714285,0.5714285714285714,0.0022350210607753,0.9977649789392248,0,0,1,0,0,0.0,0.0,0.1428571428571428,0.0,1661.857143,11595,0,16800000.0,7.000000000109147,0,1,0,0,0,1,0,0,DDOS
0.000201,2,6,9950.248756,29850.74627,1,1,0,6,0.5,0.5,0.0,1.0,0,0,1,0,0,0.0,0.0,0.5,0.0,3.0,6,0,12.0,1.9999999999560003,0,1,0,0,1,1,0,0,PORTSCAN
0.000192,3,0,15625.0,0.0,2,1,0,0,0.6666666666666666,0.3333333333333333,0.0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,3.0,0,1,0,0,1,1,0,0,DOS
0.055518,9,12007,162.1095861,216272.2,3,6,412,11595,0.3333333333333333,0.6666666666666666,0.0343133172316148,0.9656866827683852,0,0,1,0,0,0.0,0.0,0.1111111111111111,0.0,1334.111111,5792,0,3549362.233,9.0000000010998,0,1,0,0,1,1,0,0,DOS
1.456501,7,11633,4.806038582,7986.949546,3,4,26,11607,0.4285714285714285,0.5714285714285714,0.0022350210607753,0.9977649789392248,0,0,1,0,0,0.0,0.0,0.1428571428571428,0.0,1661.857143,11595,0,16800000.0,7.000000000721583,0,1,0,0,0,1,0,0,DDOS
0.107626,7,11633,65.04004609,108087.2652,3,4,26,11607,0.4285714285714285,0.5714285714285714,0.0022350210607753,0.9977649789392248,0,0,1,0,0,0.0,0.0,0.1428571428571428,0.0,1661.857143,11595,0,16800000.0,7.00000000048234,0,1,0,0,1,1,0,0,DDOS
0.000502,4,0,7968.12749,0.0,3,1,0,0,0.75,0.25,0.0,0.0,0,0,1,0,0,0.0,0.0,0.25,0.0,0.0,0,0,0.0,3.99999999998,0,1,0,0,1,1,0,0,PORTSCAN
5.247601,4,0,0.762253075,0.0,3,1,0,0,0.75,0.25,0.0,0.0,0,0,1,0,0,0.0,0.0,0.25,0.0,0.0,0,0,0.0,3.999999998623075,1,0,0,0,0,1,0,0,WEB_ATTACK
0.000986,2,0,2028.397566,0.0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2.000000000076,0,1,0,1,1,1,0,0,DOS
1.197942,10,11627,8.347649552,9705.812134,3,7,26,11601,0.3,0.7,0.0022361744216048,0.9977638255783952,0,0,1,0,0,0.0,0.0,0.1,0.0,1162.7,4380,0,2157535.8,9.999999999621984,0,1,0,0,0,1,0,0,DDOS
1.512956,5,30,3.304788771,19.82873263,5,0,30,0,1.0,0.0,1.0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,7.2,6,6,0.0,4.999999999817076,0,1,0,1,0,1,0,0,DDOS
18.379643,4,12,0.217632083,0.65289625,2,2,0,12,0.5,0.5,0.0,1.0,0,0,1,0,0,0.0,0.0,0.25,0.0,3.0,6,0,10.8,3.999999990886369,1,0,0,0,0,1,0,0,PORTSCAN
0.000912,4,0,4385.964912,0.0,3,1,0,0,0.75,0.25,0.0,0.0,0,0,1,0,0,0.0,0.0,0.25,0.0,0.0,0,0,0.0,3.999999999744,0,1,0,0,1,1,0,0,PORTSCAN
0.000746,3,10,4021.447721,13404.82574,2,1,8,2,0.6666666666666666,0.3333333333333333,0.8,0.2,0,0,1,0,0,0.0,0.0,0.3333333333333333,0.0,4.0,6,2,4.0,2.999999999866,0,1,0,0,1,1,0,0,PORTSCAN
81.276077,13,11657,0.159948665,143.4247374,8,5,56,11601,0.6153846153846154,0.3846153846153846,0.0048039804409367,0.9951960195590632,0,0,0,1,0,0.0,0.0,0.0,0.0,897.1538462,4380,0,2822353.918,13.000000012587204,1,0,1,0,0,1,0,0,DDOS
18.411733,4,12,0.21725277,0.651758311,2,2,0,12,0.5,0.5,0.0,1.0,0,0,1,0,0,0.0,0.0,0.25,0.0,3.0,6,0,10.8,3.999999994750411,1,0,0,0,0,1,0,0,PORTSCAN
5.957116,4,0,0.671465857,0.0,3,1,0,0,0.75,0.25,0.0,0.0,0,0,1,0,0,0.0,0.0,0.25,0.0,0.0,0,0,0.0,4.000000000188412,1,0,0,0,0,1,0,0,WEB_ATTACK
0.00057,2,6,3508.77193,10526.31579,1,1,0,6,0.5,0.5,0.0,1.0,0,0,1,0,0,0.0,0.0,0.5,0.0,3.0,6,0,12.0,2.0000000001,0,1,0,0,1,1,0,0,PORTSCAN
2.999895,9,1780,3.000105004,593.3541007,8,1,1780,0,0.8888888888888888,0.1111111111111111,1.0,0.0,0,0,1,0,0,0.0,0.0,0.1111111111111111,0.0,197.7777778,356,0,35204.44444,9.00000000097458,0,1,0,0,0,1,0,0,DOS
5.136848,4,0,0.778687631,0.0,3,1,0,0,0.75,0.25,0.0,0.0,0,0,1,0,0,0.0,0.0,0.25,0.0,0.0,0,0,0.0,3.999999999927088,1,0,0,0,0,1,0,0,WEB_ATTACK
5.438801,4,0,0.735456215,0.0,3,1,0,0,0.75,0.25,0.0,0.0,0,0,1,0,0,0.0,0.0,0.25,0.0,0.0,0,0,0.0,3.999999997598215,1,0,0,0,0,1,0,0,WEB_ATTACK
13.494645,5,30,0.370517342,2.223104053,5,0,30,0,1.0,0.0,1.0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,7.2,6,6,0.0,4.999999996633591,1,0,0,1,0,1,0,0,DDOS
99.74765,14,12217,0.140354184,122.4790759,7,7,622,11595,0.5,0.5,0.0509126626831464,0.9490873373168536,0,1,0,0,0,0.0,0.0714285714285714,0.0,0.0,873.0714286,5792,0,2600982.695,14.000000021667596,1,0,1,0,0,1,0,0,DOS
5.906119,8,2065,1.354527398,349.6373845,4,4,358,1707,0.5,0.5,0.173365617433414,0.826634382566586,0,0,1,0,0,0.0,0.0,0.125,0.0,258.125,1707,0,321026.2778,8.000000001348363,0,0,0,0,0,1,0,0,WEB_ATTACK
5.943313,4,0,0.673025298,0.0,3,1,0,0,0.75,0.25,0.0,0.0,0,0,1,0,0,0.0,0.0,0.25,0.0,0.0,0,0,0.0,4.000000002932274,1,0,0,0,0,1,0,0,WEB_ATTACK
6.05647,4,24,0.660450725,3.962704348,4,0,24,0,1.0,0.0,1.0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,7.5,6,6,0.0,4.00000000244075,1,0,0,1,0,1,0,0,DDOS
11.201332,15,11962,1.339126454,1067.908709,9,6,330,11632,0.6,0.4,0.0275873599732486,0.9724126400267514,0,0,1,0,0,0.0,0.0,0.0666666666666666,0.0,797.4666667,5792,0,3073296.117,15.00000000123673,0,0,0,0,0,1,0,0,DOS
0.040938,8,11627,195.4174606,284014.8517,3,5,26,11601,0.375,0.625,0.0022361744216048,0.9977638255783952,0,0,1,0,0,0.0,0.0,0.125,0.0,1453.375,4380,0,3923213.111,8.0000000020428,0,1,0,0,1,1,0,0,DDOS
9.972742,4,24,0.4010933,2.406559801,4,0,24,0,1.0,0.0,1.0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,7.5,6,6,0.0,3.9999999988286,1,0,0,1,0,1,0,0,DDOS
0.04723,9,11627,190.5568495,246178.2765,3,6,26,11601,0.3333333333333333,0.6666666666666666,0.0022361744216048,0.9977638255783952,0,0,1,0,0,0.0,0.0,0.1111111111111111,0.0,1291.888889,5840,0,3654198.233,9.000000001885,0,1,0,0,1,1,0,0,DDOS
0.000735,4,0,5442.176871,0.0,3,1,0,0,0.75,0.25,0.0,0.0,0,0,1,0,0,0.0,0.0,0.25,0.0,0.0,0,0,0.0,4.000000000185,0,1,0,0,1,1,0,0,PORTSCAN
0.105004,9,11613,85.71102053,110595.7868,3,6,18,11595,0.3333333333333333,0.6666666666666666,0.0015499870834409,0.998450012916559,0,0,1,0,0,0.0,0.0,0.1111111111111111,0.0,1290.333333,4344,0,2702072.456,8.99999999973212,0,1,0,0,1,1,0,0,PORTSCAN
5.169439,4,0,0.773778354,0.0,3,1,0,0,0.75,0.25,0.0,0.0,0,0,1,0,0,0.0,0.0,0.25,0.0,0.0,0,0,0.0,4.000000000523405,1,0,0,0,0,1,0,0,WEB_ATTACK
87.617435,14,11657,0.15978555,133.0442965,8,6,56,11601,0.5714285714285714,0.4285714285714285,0.0048039804409367,0.9951960195590632,0,0,0,1,0,0.0,0.0,0.0,0.0,833.0714286,4380,0,2057995.838,14.00000004106425,1,0,1,0,0,1,0,0,DDOS
9.78311,8,753,0.817735873,76.96938908,4,4,383,370,0.5,0.5,0.5086321381142098,0.4913678618857902,0,0,1,0,0,0.0,0.0,0.125,0.0,94.125,383,0,27573.5,7.99999999650503,1,0,0,0,0,1,0,0,WEB_ATTACK
0.000449,3,10,6681.514477,22271.71492,2,1,8,2,0.6666666666666666,0.3333333333333333,0.8,0.2,0,0,1,0,0,0.0,0.0,0.3333333333333333,0.0,4.0,6,2,4.0,3.000000000173,0,1,0,0,1,1,0,0,PORTSCAN
5.247767,4,0,0.762228963,0.0,3,1,0,0,0.75,0.25,0.0,0.0,0,0,1,0,0,0.0,0.0,0.25,0.0,0.0,0,0,0.0,3.9999999984756207,1,0,0,0,0,1,0,0,WEB_ATTACK
2.014859,5,30,2.481563226,14.88937936,5,0,30,0,1.0,0.0,1.0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,7.2,6,6,0.0,4.999999999975134,0,1,0,1,0,1,0,0,DDOS
5.060309,4,0,0.790465562,0.0,3,1,0,0,0.75,0.25,0.0,0.0,0,0,1,0,0,0.0,0.0,0.25,0.0,0.0,0,0,0.0,3.9999999975786578,1,0,0,0,0,1,0,0,WEB_ATTACK
8.030049,13,11663,1.618919137,1452.419531,8,5,56,11607,0.6153846153846154,0.3846153846153846,0.0048015090457,0.9951984909543,0,0,0,1,0,0.0,0.0,0.0,0.0,897.6153846,10135,0,7317264.423,12.999999997147713,0,0,0,0,0,1,0,0,DDOS
63.111964,7,0,0.110913994,0.0,7,0,0,0,1.0,0.0,0.0,0.0,0,0,1,0,0,0.0,0.0,0.1428571428571428,0.0,0.0,0,0,0.0,6.999999996424216,1,0,1,1,0,1,0,0,DOS
0.000985,2,0,2030.456853,0.0,2,0,0,0,1.0,0.0,0.0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2.000000000205,0,1,0,1,1,1,0,0,DOS
0.069046,4,24,57.9323929,347.5943574,4,0,24,0,1.0,0.0,1.0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,7.5,6,6,0.0,4.0000000001734,0,1,0,1,1,1,0,0,DDOS
7.319788,4,24,0.546463914,3.278783484,4,0,24,0,1.0,0.0,1.0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0,7.5,6,6,0.0,4.000000000130233,1,0,0,1,0,1,0,0,DDOS
0.000844,3,10,3554.50237,11848.34123,2,1,8,2,0.6666666666666666,0.3333333333333333,0.8,0.2,0,0,1,0,0,0.0,0.0,0.3333333333333333,0.0,4.0,6,2,4.0,3.00000000028,0,1,0,0,1,1,0,0,PORTSCAN
5.784839,4,0,0.691462632,0.0,3,1,0,0,0.75,0.25,0.0,0.0,0,0,1,0,0,0.0,0.0,0.25,0.0,0.0,0,0,0.0,4.000000000636248,1,0,0,0,0,1,0,0,WEB_ATTACK
97.549444,8,11959,0.082009693,122.5942405,4,4,364,11595,0.5,0.5,0.0304373275357471,0.9695626724642528,0,1,0,0,0,0.0,0.125,0.0,0.0,1495.625,11595,0,14800000.0,7.999999954760691,1,0,1,0,0,1,0,0,DOS
5.534746,4,0,0.722707058,0.0,3,1,0,0,0.75,0.25,0.0,0.0,0,0,1,0,0,0.0,0.0,0.25,0.0,0.0,0,0,0.0,3.999999998437268,1,0,0,0,0,1,0,0,WEB_ATTACK
0.00105,4,0,3809.52381,0.0,3,1,0,0,0.75,0.25,0.0,0.0,0,0,1,0,0,0.0,0.0,0.25,0.0,0.0,0,0,0.0,4.0000000005,0,1,0,0,1,1,0,0,PORTSCAN
0.428911,9,11627,20.98337417,27108.18795,3,6,26,11601,0.3333333333333333,0.6666666666666666,0.0022361744216048,0.9977638255783952,0,0,1,0,0,0.0,0.0,0.1111111111111111,0.0,1291.888889,5840,0,3681776.011,8.999999998628871,0,1,0,0,0,1,0,0,DDOS
103.662012,18,2547,0.173641237,24.57023504,15,3,2541,6,0.8333333333333334,0.1666666666666666,0.9976442873969376,0.0023557126030624,0,0,1,0,0,0.0,0.0,0.0555555555555555,0.0,141.5,231,0,13643.05263,17.999999993588844,1,0,1,0,0,1,0,0,DOS
4.8e-05,2,6,41666.66667,125000.0,1,1,0,6,0.5,0.5,0.0,1.0,0,0,1,0,0,0.0,0.0,0.5,0.0,3.0,6,0,12.0,2.00000000016,0,1,0,0,1,1,0,0,PORTSCAN
5.513197,4,0,0.725531847,0.0,3,1,0,0,0.75,0.25,0.0,0.0,0,0,1,0,0,0.0,0.0,0.25,0.0,0.0,0,0,0.0,4.0000000022848585,1,0,0,0,0,1,0,0,WEB_ATTACK
92.635454,14,11657,0.151130041,125.8373495,8,6,56,11601,0.5714285714285714,0.4285714285714285,0.0048039804409367,0.9951960195590632,0,0,0,1,0,0.0,0.0,0.0,0.0,833.0714286,5840,0,2667024.41,13.999999961073613,1,0,1,0,0,1,0,0,DDOS
5.202519,4,0,0.768858317,0.0,3,1,0,0,0.75,0.25,0.0,0.0,0,0,1,0,0,0.0,0.0,0.25,0.0,0.0,0,0,0.0,4.0000000025005225,1,0,0,0,0,1,0,0,WEB_ATTACK
5.757765,4,0,0.694714008,0.0,3,1,0,0,0.75,0.25,0.0,0.0,0,0,1,0,0,0.0,0.0,0.25,0.0,0.0,0,0,0.0,4.00000000027212,1,0,0,0,0,1,0,0,WEB_ATTACK
5.478389,4,0,0.730141653,0.0,3,1,0,0,0.75,0.25,0.0,0.0,0,0,1,0,0,0.0,0.0,0.25,0.0,0.0,0,0,0.0,4.000000000237017,1,0,0,0,0,1,0,0,WEB_ATTACK
0.001306,4,0,3062.787136,0.0,3,1,0,0,0.75,0.25,0.0,0.0,0,0,1,0,0,0.0,0.0,0.25,0.0,0.0,0,0,0.0,3.999999999616,0,1,0,0,1,1,0,0,PORTSCAN
5.678483,4,0,0.704413485,0.0,3,1,0,0,0.75,0.25,0.0,0.0,0,0,1,0,0,0.0,0.0,0.25,0.0,0.0,0,0,0.0,3.999999999543255,1,0,0,0,0,1,0,0,WEB_ATTACK
78.274153,13,11663,0.166082921,149.0019317,8,5,56,11607,0.6153846153846154,0.3846153846153846,0.0048015090457,0.9951984909543,0,0,0,1,0,0.0,0.0,0.0,0.0,897.6153846,7215,0,4731941.346,12.999999969040912,1,0,1,0,0,1,0,0,DDOS
100.77863,14,12185,0.13891834,120.9085696,8,6,590,11595,0.5714285714285714,0.4285714285714285,0.048420188756668,0.951579811243332,0,0,0,1,0,0.0,0.0,0.0,0.0,870.3571429,5792,0,2604792.095,13.9999999870742,1,0,1,0,0,1,0,0,DOS
5.398065,4,0,0.741006268,0.0,3,1,0,0,0.75,0.25,0.0,0.0,0,0,1,0,0,0.0,0.0,0.25,0.0,0.0,0,0,0.0,4.00000000007142,1,0,0,0,0,1,0,0,WEB_ATTACK
5.4e-05,2,6,37037.03704,111111.1111,1,1,0,6,0.5,0.5,0.0,1.0,0,0,1,0,0,0.0,0.0,0.5,0.0,3.0,6,0,12.0,2.00000000016,0,1,0,0,1,1,0,0,PORTSCAN
5.484912,4,0,0.729273323,0.0,3,1,0,0,0.75,0.25,0.0,0.0,0,0,1,0,0,0.0,0.0,0.25,0.0,0.0,0,0,0.0,4.000000000602576,1,0,0,0,0,1,0,0,WEB_ATTACK
5.426323,4,0,0.73714742,0.0,3,1,0,0,0.75,0.25,0.0,0.0,0,0,1,0,0,0.0,0.0,0.25,0.0,0.0,0,0,0.0,3.99999999953666,1,0,0,0,0,1,0,0,WEB_ATTACK
0.028503,9,11891,315.7562362,417184.1561,3,6,296,11595,0.3333333333333333,0.6666666666666666,0.0248927760491127,0.9751072239508872,0,0,1,0,0,0.0,0.0,0.1111111111111111,0.0,1321.222222,5792,0,3571038.767,9.0000000004086,0,1,0,0,1,1,0,0,DOS
0.063024,8,11633,126.9357705,184580.4773,3,5,26,11607,0.375,0.625,0.0022350210607753,0.9977649789392248,0,0,1,0,0,0.0,0.0,0.125,0.0,1454.125,7300,0,7087654.278,7.999999999992,0,1,0,0,1,1,0,0,DDOS
0.338731,9,11613,26.56975594,34283.84175,3,6,18,11595,0.3333333333333333,0.6666666666666666,0.0015499870834409,0.998450012916559,0,0,1,0,0,0.0,0.0,0.1111111111111111,0.0,1290.333333,5792,0,3633940.9,8.99999999931214,0,1,0,0,0,1,0,0,PORTSCAN
98.321838,11,11917,0.111877485,121.2039995,6,5,322,11595,0.5454545454545454,0.4545454545454545,0.0270202232105395,0.9729797767894603,0,0,0,1,0,0.0,0.0,0.0,0.0,1083.363636,8688,0,6557944.629,10.99999995601743,1,0,1,0,0,1,0,0,DOS
5.096552,4,0,0.784844342,0.0,3,1,0,0,0.75,0.25,0.0,0.0,0,0,1,0,0,0.0,0.0,0.25,0.0,0.0,0,0,0.0,4.000000000908784,1,0,0,0,0,1,0,0,WEB_ATTACK
1.047411,8,11633,7.63788045,11106.43291,3,5,26,11607,0.375,0.625,0.0022350210607753,0.9977649789392248,0,0,1,0,0,0.0,0.0,0.125,0.0,1454.125,5840,0,6523729.278,8.00000000001495,0,1,0,0,0,1,0,0,DDOS
85.651095,15,12323,0.17512911,143.8744011,9,6,728,11595,0.6,0.4,0.059076523573805,0.9409234764261948,0,0,0,1,0,0.0,0.0,0.0,0.0,821.5333333,4344,0,1904944.163,15.00000003787545,1,0,1,0,0,1,0,0,DOS
82.660119,10,11913,0.120977324,144.1202861,5,5,318,11595,0.5,0.5,0.0266935280785696,0.9733064719214304,0,1,0,0,0,0.0,0.1,0.0,0.0,1191.9,4344,0,3337028.673,9.999999998141556,1,0,1,0,0,1,0,0,DOS
